StartTime,EndTime,name,UniqueID,Video Description,video_url,playable_type,order_number,note_content,is_document,quiz_components,question,answer_type,answer,explanation,in_lesson,start_time,end_time
45:20:00,END,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Note,14,\(t_{kill}\) should be the same regardless of the chosen reference frame.,,,,,,,0,2720,2721
0:00:00,0:40:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,1,Uniform circular motion - An object goes around in a circle at some radius \( r \) with some angular frequency \( \omega \).,,,,,,,0,0,40
0:40:00,0:46:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,2,"The velocity is always tangential to the circle. As the object moves around in a circle, the velocity is changing (because it is a vector quantity, and its direction is changing) but the speed remains constant for *uniform* circular motion.",,,,,,,0,40,46
0:46:00,0:55:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,3,"Period - The time it takes for one complete revolution. Written \( T \), and measured in seconds.",,,,,,,0,46,55
0:55:00,1:25:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,4,"Frequency - The number of rotations per second. Written \( f \) or \( \nu \), and measured in \( \units{s^{-1}} \equiv \units{Hertz} \). 
\[ f = \frac{1}{T} \]",,,,,,,0,55,85
1:25:00,2:15:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,5,"Angular Velocity - The number of radians per second (analogous to velocity, with ""distance"" being measured in ""radians""). Written \( \omega \), and measured in \( \units{s^{-1}} \), or Herts. \[ \omega = 2 \pi f  = \frac{2 \pi}{T} \]",,,,,,,0,85,135
2:15:00,2:38:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,6,\[ v = \omega r \],,,,,,,0,135,158
2:38:00,3:10:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,7,"The speed of the rotating object is not changing, but the velocity is! Therefore, there *must* be an acceleration, this is ""non-negotiable.""",,,,,,,0,158,190
3:10:00,3:20:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,8,The acceleration is always directed to the center.,,,,,,,0,190,200
3:20:00,3:40:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,9,"The acceleration is called ""centripital acceleration"", \( a_c \), and one can show that 
\[ \mathbf a_c = \frac{v^2}{r} \text{ towards the center } \]",,,,,,,0,200,220
3:40:00,4:00:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,10,"\[ \begin{align} a_c &= \frac{v^2}{r} \\
v &= \omega r \rightarrow \\
a_c = \frac{(\omega r)^2}{r} = \omega^2 r 
\end{align} \]",,,,,,,0,220,240
4:00:00,4:09:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,11,"""Centripetal acceleration"" is the name of *any* acceleration towards the center of the circle. Later we'll discuss ""centripetal force"", which is just the *name* of *whatever force(s)* point towards the center! Thus, it is best to think of ""centripetal"" as a direction. Just like ""normal"" refers to the perpendicular direction, ""centripetal"" refers to the direction towards the center of the circle.",,,,,,,0,240,249
4:09:00,4:28:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Quiz,12,,,144,A vacuum rotor has radius \( r = 10 \units{cm} \) and rotates at \( 600 \units{rpm} \). What is its frequency of rotation in Hertz? (number only),text,10&ten,"\( 600 \units{rpm} \) is 600 revolutions per minute, meaning it undergoes \[ 600 \unitsf{rev}{minute} \cdot \unitsf{1 min}{60 sec} = 10 \unitsf{1}{sec} \rightarrow 10 \units{Hz} \]",1,249,268
4:28:00,4:37:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,13,\( 600 \units{rpm} \) translates into \[ 600 \unitsf{rotations}{minute} \cdot \unitsf{1 minute}{60 seconds} \rightarrow 10 \units{Hz} \],,,,,,,0,268,277
4:37:00,4:44:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,14,The period is \[ T = \frac{1}{f} = \frac{1}{10} \units{sec} \],,,,,,,0,277,284
4:44:00,5:00:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,15,The angular velocity is \[ \omega = \frac{2\pi}{T} = 2 \pi f \approx 63 \unitsf{rad}{sec} \],,,,,,,0,284,300
5:00:00,5:02:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,16,"The speed, \( v \), is just \[ v = \omega r \approx 6.3 \units{m}{s} \]",,,,,,,0,300,302
5:02:00,5:10:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Quiz,17,,,141,What is the definition of centripetal acceleration?,self-rate,\[ a_c = \omega^2 r \] or equivalently (for uniform circular motion) \[ a_c = \frac{v^2}{r} \],,0,302,310
5:10:00,5:40:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,18,"The centripetal acceleration is \( a_c = \omega^2 r = \frac{v^2}{r} \) and so
\[ a_c = \omega^2 r \approx 400 \unitsf{m}{s^2} \] This is enormous!",,,,,,,0,310,340
5:40:00,6:20:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,19,"Be careful! The centripetal acceleration is *linear* in the radius \( r \) -- \( a_c = \omega^2 r \). It is *not* inversely proportional to \( r \), as you might guess from the relation \( a_c = \frac{v^2}{r} \). This is because the velocity is proportional to \( r \) -- If you are sitting at the center of a rotating disk, you would have zero velocity.",,,,,,,0,340,380
6:20:00,6:51:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,20,END of introduction to centripetal acceleration,,,,,,,0,380,411
6:51:00,6:55:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,21,Begin introduction to centripetal force,,,,,,,0,411,415
6:55:00,7:15:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,22,Imagine you are sitting on a turntable rotating at angular velocity \( \omega \) at a distance \( r \) from the center.,,,,,,,0,415,435
7:15:00,7:20:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,23,"You must experience a centripetal acceleration \( a_c = \omega^2 r \), this is non-negotiable because your velocity is changing!",,,,,,,0,435,440
7:20:00,7:30:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Quiz,24,,,142,What force is producing the centripetal acceleration required to keep you moving in a uniform circle?,self-rate,"The centripetal acceleration is caused by some contact force between you and the chair, which is bolted to the turn table.","This centripetal acceleration must come from somewhere -- By Newton's 2nd law, accelerations must be caused by a force! Your chair is bolted to the turntable, so that force is supplied by some contact force between you and the chair/turntable.",1,440,450
7:30:00,8:40:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,25,"This centripetal acceleration must come from somewhere -- By Newton's 2nd law, accelerations must be caused by a force! Your chair is bolted to the turntable, so that force is supplied by some contact force between you and the chair/turntable.",,,,,,,0,450,520
8:40:00,9:24:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,26,"The force that causes your circular motion is called the ""centripetal force."" *Centripetal* means ""towards the center,"" that is, it is the force directed towards the center causing your circular acceleration.",,,,,,,0,520,564
9:24:00,9:48:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,27,"If the centripetal force disappears, you will fly off in whatever direction your velocity vector is pointing. That is, you will fly off in a straight line tangent to the circle!",,,,,,,0,564,588
9:48:00,12:36:00,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,28,Demonstration of circular motion.,,,,,,,0,588,756
12:36:00,END,Centripetal forces and accelerations,14,MIT - Centripetal force and acceleration,http://www.youtube.com/watch?v=Otmg0-knGtE,Note,29,END of introduction to centripetal force,,,,,,,0,756,757
